#{"t_start": 1789589511.7280865, "env_id": "None"}
r,l,t
-47.018107,48,1196.262457
-44.11846,48,1196.836978
-90.490934,76,1197.741868
-48.836582,54,1198.392088
-525.76261,500,1204.311089
-35.591336,68,1205.118833
-46.684762,40,1205.592241
-84.039122,115,1206.957378
-102.343166,96,1208.091552
-41.404605,58,1208.795459
-54.014779,55,1209.481046
-42.338237,49,1210.060888
-43.045334,50,1210.656216
-49.079247,48,1212.603472
-29.827528,65,1213.379879
-53.052069,47,1213.9401
-38.01857,61,1214.672875
-53.469207,50,1215.27211
-38.135676,59,1215.975581
-54.490136,51,1216.586519
-42.747068,46,1217.137263
-37.766545,57,1217.821271
-42.312071,58,1218.51585
-45.078376,45,1219.07825
-41.862441,49,1219.713703
-46.113439,44,1220.267844
-44.111334,42,1220.778079
-37.08088,59,1221.483024
-44.552164,49,1222.067621
-50.644594,51,1222.677782
-70.439842,57,1223.353992
-45.282373,43,1223.868696
-48.228625,46,1224.420608
-46.228225,45,1224.963201
-39.299379,51,1225.571911
-74.790015,65,1226.342385
-45.964269,40,1226.820907
-50.038923,48,1227.397226
-60.224405,58,1228.086674
-535.90336,500,1234.008769
-56.134677,68,1234.812881
-38.457846,62,1235.544971
-36.642234,60,1236.259846
